Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
10,3.28183024597929,0.426622308503183,3.30944351176101,3.28183024597929,0.426622308503183,7.40664389923698
10.018579,3.2840992078181,0.418159273348572,3.31061395887211,3.2840992078181,0.418159273348572,7.2563365748114
10.037192,3.27964246285364,0.414843283240604,3.30577519408119,3.27964246285364,0.414843283240604,7.2090806855924
10.05584,3.27999303681905,0.416096043975133,3.30628042358679,3.27999303681905,0.416096043975133,7.22985624779307
10.074522,3.27403931310439,0.420875761601154,3.30098013178759,3.27403931310439,0.420875761601154,7.32516456083118
10.093239,3.27935895541309,0.423318868603549,3.30656831518174,3.27935895541309,0.423318868603549,7.35540016726103
10.111991,3.27806688849809,0.424109822078107,3.30538827774449,3.27806688849809,0.424109822078107,7.37186509054498
10.130778,3.27865736612765,0.430206035001143,3.3067614605554,3.27865736612765,0.430206035001143,7.47530751654613
10.149599,3.27510820548075,0.418698611221459,3.30176351131424,3.27510820548075,0.418698611221459,7.28532767812741
10.168456,3.28290370032907,0.431645584628785,3.31115910465864,3.28290370032907,0.431645584628785,7.49044615655357
10.187348,3.27900345502818,0.431350343319369,3.3072536607839,3.27900345502818,0.431350343319369,7.49418330588253
10.206274,3.27880755981951,0.430589600505272,3.30696029888368,3.27880755981951,0.430589600505272,7.48155807350947
10.225236,3.28007692044481,0.429345747139232,3.30805719034923,3.28007692044481,0.429345747139232,7.45733519484564
10.244233,3.28396274250981,0.425466708021994,3.31140955090542,3.28396274250981,0.425466708021994,7.38205942234339
10.263266,3.27953058838286,0.431769462308599,3.30783097342066,3.27953058838286,0.431769462308599,7.50019009613802
10.282333,3.28196014718618,0.431697625164231,3.31023039187468,3.28196014718618,0.431697625164231,7.4934682356143
10.301437,3.27861231078565,0.438525562897937,3.30780944943178,3.27861231078565,0.438525562897937,7.61829003755536
10.320575,3.28064034426178,0.42970467052185,3.30866244459394,3.28064034426178,0.42970467052185,7.462231755411
10.33975,3.27559158137354,0.435641809711669,3.3044339900101,3.27559158137354,0.435641809711669,7.57567352788754
10.358959,3.2839592383081,0.433974369185684,3.31250992934047,3.2839592383081,0.433974369185684,7.52800286859792
10.378205,3.28029092287463,0.431562652720527,3.30855782206037,3.28029092287463,0.431562652720527,7.49492063414843
10.397486,3.28317263799792,0.436587843627313,3.31207359762753,3.28317263799792,0.436587843627313,7.57460658951005
10.416803,3.28472319248462,0.435996652202202,3.31353278721939,3.28472319248462,0.435996652202202,7.56093904379017
10.436157,3.28501103045822,0.435552535383745,3.31375971991202,3.28501103045822,0.435552535383745,7.55267206157152
10.455545,3.27515928040579,0.439707298296617,3.30454396554252,3.27515928040579,0.439707298296617,7.64653585711022
10.47497,3.276285073308,0.433924128824164,3.30489546448244,3.276285073308,0.433924128824164,7.5445695994529
10.494432,3.28201201017777,0.444779739394541,3.3120132625832,3.28201201017777,0.444779739394541,7.71773151249394
10.513929,3.27691401145837,0.436479180049693,3.30585533759556,3.27691401145837,0.436479180049693,7.58703817632189
10.533462,3.28057365191102,0.438041891044955,3.30968943919562,3.28057365191102,0.438041891044955,7.6054894941951
10.553032,3.28084440331145,0.448105611940365,3.31130467311489,3.28084440331145,0.448105611940365,7.77747123086577
10.572638,3.28128782933338,0.440683395835207,3.31074790255861,3.28128782933338,0.440683395835207,7.64916540722724
10.592281,3.27712041409003,0.442194016619781,3.30681928093749,3.27712041409003,0.442194016619781,7.68471759966121
10.61196,3.27858639142982,0.448171400035653,3.30907635600612,3.27858639142982,0.448171400035653,7.78389067974606
10.631675,3.2767235001803,0.449155368353534,3.30736412291641,3.2767235001803,0.449155368353534,7.8051504343112
10.651428,3.28610326025871,0.446499534816279,3.31629861014868,3.28610326025871,0.446499534816279,7.73768287289128
10.671217,3.28816517341126,0.450037795370829,3.31881970358393,3.28816517341126,0.450037795370829,7.79341822568473
10.691042,3.28269822584727,0.457087157197402,3.31436816169472,3.28269822584727,0.457087157197402,7.92697109871071
10.710905,3.28347905172006,0.445395492616033,3.31354973222482,3.28347905172006,0.445395492616033,7.72487565085979
10.730804,3.27913032059149,0.45074071884764,3.30996417730611,3.27913032059149,0.45074071884764,7.82668082701897
10.750741,3.28328702132222,0.453084943704634,3.31440185110297,3.28328702132222,0.453084943704634,7.8570425375406
10.770714,3.28714580185923,0.461220349779924,3.31934507602507,3.28714580185923,0.461220349779924,7.98704567287443
10.790725,3.28202543194633,0.453452091392983,3.31320233839275,3.28202543194633,0.453452091392983,7.86631449030677
10.810772,3.28178712148301,0.449054622490067,3.3123672448434,3.28178712148301,0.449054622490067,7.79152904700684
10.830857,3.28020597972684,0.450617393117751,3.31101303295773,3.28020597972684,0.450617393117751,7.82203182598557
10.850979,3.28348567581691,0.45108069655299,3.3143252673957,3.28348567581691,0.45108069655299,7.82225029268099
10.871139,3.28270583519235,0.45274273131035,3.31377935010167,3.28270583519235,0.45274273131035,7.85255486663525
10.891336,3.27461261553583,0.453576313700091,3.30587647291549,3.27461261553583,0.453576313700091,7.88603058368358
10.911571,3.28458838106036,0.454222005801486,3.31584656815587,3.28458838106036,0.454222005801486,7.87343184685882
10.931843,3.28694609127301,0.454184570624288,3.31817694391485,3.28694609127301,0.454184570624288,7.86721470986324
10.952153,3.28168074844446,0.461833803542289,3.31401855710033,3.28168074844446,0.461833803542289,8.01067733194155
10.972501,3.27981755745277,0.458702515563884,3.31173839666724,3.27981755745277,0.458702515563884,7.96152426343051
10.992886,3.28385972928942,0.461101709057061,3.31607441227487,3.28385972928942,0.461101709057061,7.99290483506186
11.013309,3.28320658548613,0.471246345440123,3.31685372017974,3.28320658548613,0.471246345440123,8.16801136090441
11.033771,3.27879890469323,0.46009986615423,3.31092345792721,3.27879890469323,0.46009986615423,7.98791404701467
11.05427,3.27680508618984,0.470082851038368,3.31035186343083,3.27680508618984,0.470082851038368,8.16381951828632
11.074807,3.27816897263284,0.463062921488233,3.31071277558019,3.27816897263284,0.463062921488233,8.04021062006943
11.095383,3.28033787497837,0.463917281786712,3.31297990008361,3.28033787497837,0.463917281786712,8.04959455900989
11.115997,3.27986719636746,0.469261798047107,3.31326658464328,3.27986719636746,0.469261798047107,8.14224559517373
11.136649,3.2803676383743,0.466393436376589,3.31335701070509,3.2803676383743,0.466393436376589,8.09191918020451
11.157339,3.2772698376104,0.468416689099233,3.31057574798366,3.2772698376104,0.468416689099233,8.13413345841819
11.178068,3.28072509989726,0.469639257322955,3.3141693096634,3.28072509989726,0.469639257322955,8.14660476910407
11.198835,3.27810697909394,0.472736575586126,3.31201830252813,3.27810697909394,0.472736575586126,8.20606382164772
11.219641,3.27923970686835,0.468915548911953,3.31259639061468,3.27923970686835,0.468915548911953,8.13785428550026
11.240486,3.28034758746884,0.476757446140601,3.31481190372292,3.28034758746884,0.476757446140601,8.26932423038042
11.261369,3.27536372998104,0.478211626721455,3.3100897153411,3.27536372998104,0.478211626721455,8.30664115067064
11.282291,3.28052866967041,0.474043280260562,3.31460184397609,3.28052866967041,0.474043280260562,8.22244510026243
11.303252,3.2757477438826,0.473955961058384,3.30985763055977,3.2757477438826,0.473955961058384,8.23278527724964
11.324252,3.2806519131741,0.481364278457673,3.31577872361651,3.2806519131741,0.481364278457673,8.3473451066989
11.345291,3.2864677529692,0.477848331817795,3.3210253415967,3.2864677529692,0.477848331817795,8.27276268116229
11.366369,3.27682872778335,0.480361379065986,3.31185047454205,3.27682872778335,0.480361379065986,8.33978060824082
11.387486,3.27902942822561,0.481663389383283,3.31421689269754,3.27902942822561,0.481663389383283,8.3565333469641
11.408643,3.2833360643125,0.481145076763208,3.31840267238751,3.2833360643125,0.481145076763208,8.33687240529116
11.429838,3.27861719366909,0.481843026368624,3.31383515049899,3.27861719366909,0.481843026368624,8.36064212607486
11.451073,3.27732384314886,0.477471162710028,3.31192244536186,3.27732384314886,0.477471162710028,8.28906665722994
11.472348,3.27599140406083,0.485600345690303,3.31178613065744,3.27599140406083,0.485600345690303,8.43156040649003
11.493662,3.28241466339868,0.4870689501711,3.31835534334638,3.28241466339868,0.4870689501711,8.44038180589296
11.515016,3.27484047199201,0.4860247853549,3.31070992522391,3.27484047199201,0.4860247853549,8.44174702092382
11.536409,3.27852387177406,0.489845612656015,3.31491591175866,3.27852387177406,0.489845612656015,8.49772537164695
11.557842,3.28207846200908,0.48416532018628,3.31759778877051,3.28207846200908,0.48416532018628,8.39163073015343
11.579315,3.27652350716906,0.486400322163151,3.31242985834143,3.27652350716906,0.486400322163151,8.44389865749943
11.600828,3.28036074601739,0.488535069727155,3.31653933164754,3.28036074601739,0.488535069727155,8.47064403158271
11.622381,3.27946876366401,0.494780937580421,3.31658311339259,3.27946876366401,0.494780937580421,8.57963768424811
11.643974,3.27997191734756,0.495108642982416,3.3171295342426,3.27997191734756,0.495108642982416,8.58393816745727
11.665607,3.28438103034025,0.488225678245504,3.32047030785658,3.28438103034025,0.488225678245504,8.4551450427279
11.68728,3.27912667159635,0.491801287186333,3.31580159757074,3.27912667159635,0.491801287186333,8.52960849090581
11.708993,3.27868176282144,0.49652368714956,3.31606542060896,3.27868176282144,0.49652368714956,8.61144097028141
11.730747,3.28411998011853,0.49400065151382,3.32106619739954,3.28411998011853,0.49400065151382,8.55435556558987
11.752541,3.28409336354158,0.495645674863521,3.32128497053005,3.28409336354158,0.495645674863521,8.58248660440544
11.774376,3.28113653685952,0.50290312852434,3.31945304684282,3.28113653685952,0.50290312852434,8.71396839431272
11.796251,3.28370703645143,0.495077580328897,3.32081822925991,3.28370703645143,0.495077580328897,8.5737894494702
11.818167,3.27858679827543,0.494284820164508,3.3156370243546,3.27858679827543,0.494284820164508,8.5734341578226
11.840123,3.273666116241,0.497761674072702,3.31129227414315,3.273666116241,0.497761674072702,8.64561533239174
11.862121,3.28911265908244,0.497294697336362,3.32649426576016,3.28911265908244,0.497294697336362,8.59766982668669
11.884159,3.27607744473408,0.493200031148863,3.31299406800263,3.27607744473408,0.493200031148863,8.56135272410184
11.906238,3.27755153673253,0.492065061102056,3.31428304468631,3.27755153673253,0.492065061102056,8.53815685068933
11.928358,3.27843455708125,0.49824179761708,3.31607871347428,3.27843455708125,0.49824179761708,8.64143166563013
11.950519,3.27577871949531,0.495293625315772,3.31301101633797,3.27577871949531,0.495293625315772,8.59792533342437
11.972722,3.28382688632173,0.505249596109715,3.32246838565824,3.28382688632173,0.505249596109715,8.74693709740034
11.994966,3.2824291259767,0.493256525292737,3.31928350202329,3.2824291259767,0.493256525292737,8.54599517938347
12.017251,3.27948871144525,0.503370347647189,3.317895103132,3.27948871144525,0.503370347647189,8.72625464410344
12.039577,3.28331692015998,0.504574150448967,3.32186168759479,3.28331692015998,0.504574150448967,8.7367600471716
12.061945,3.28371840560701,0.509028429693443,3.32293793344962,3.28371840560701,0.509028429693443,8.81162032507976
12.084355,3.27039861981532,0.51143878451737,3.31014754396214,3.27039861981532,0.51143878451737,8.88816676918584
12.106806,3.28282823638809,0.505242199074106,3.32148022865592,3.28282823638809,0.505242199074106,8.74943066872231
12.129298,3.27932197386514,0.517653372517519,3.31992735196924,3.27932197386514,0.517653372517519,8.97033707997974
12.151833,3.28476496081515,0.511974381192522,3.32442455393357,3.28476496081515,0.511974381192522,8.8590309028393
12.17441,3.27432055570511,0.512776382876344,3.31422912912622,3.27432055570511,0.512776382876344,8.90053744972137
12.197028,3.28215403205775,0.510099987132387,3.32155642538636,3.28215403205775,0.510099987132387,8.83401990797747
12.219688,3.28592467836782,0.514359347166398,3.32593844349593,3.28592467836782,0.514359347166398,8.89654970423921
12.242391,3.27640767078071,0.517518848092621,3.31702773326992,3.27640767078071,0.517518848092621,8.97589090839443
12.265136,3.28184139392281,0.513781491750679,3.32181491900599,3.28184139392281,0.513781491750679,8.89759461257408
12.287923,3.27549693937539,0.512985469733575,3.31542369720905,3.27549693937539,0.512985469733575,8.90096187589732
12.310752,3.27981532950014,0.523373111571095,3.32131118830195,3.27981532950014,0.523373111571095,9.06647420461385
12.333624,3.28608628822032,0.520294027435287,3.32702103519266,3.28608628822032,0.520294027435287,8.99709293360258
12.356538,3.27506419137178,0.511768160777192,3.31480800469514,3.27506419137178,0.511768160777192,8.88133168081615
12.379495,3.28074251137994,0.519478418209448,3.32161545832159,3.28074251137994,0.519478418209448,8.99761229288081
12.402494,3.27857794699507,0.518150339335756,3.31926996923663,3.27857794699507,0.518150339335756,8.98081311237209
12.425536,3.28219380537846,0.529101567362908,3.32456683564199,3.28219380537846,0.529101567362908,9.15750599881801
12.448621,3.28844329111421,0.524204027860946,3.32996233337551,3.28844329111421,0.524204027860946,9.05719903921796
12.471749,3.27835545892211,0.528276304909894,3.32064607710211,3.27835545892211,0.528276304909894,9.15398825592234
12.49492,3.27284122307221,0.527327880545021,3.31505118588551,3.27284122307221,0.527327880545021,9.15296689378192
12.518134,3.27747974144554,0.527203384605569,3.31961095074792,3.27747974144554,0.527203384605569,9.13811029622673
12.541391,3.27918732422015,0.527310880315779,3.32131393755928,3.27918732422015,0.527310880315779,9.13526289064651
12.564691,3.28453151287927,0.528552743399905,3.32678752878096,3.28453151287927,0.528552743399905,9.14176677394173
12.588035,3.28595456078999,0.53247027583211,3.3288169024777,3.28595456078999,0.53247027583211,9.20444762025534
12.611422,3.27660036855896,0.531579447452049,3.3194407185841,3.27660036855896,0.531579447452049,9.21509604343681
12.634852,3.28039575868281,0.530037900257207,3.32294094279348,3.28039575868281,0.530037900257207,9.17837900558264
12.658326,3.27898430277655,0.533489391515127,3.32210008710066,3.27898430277655,0.533489391515127,9.24102717897716
12.681843,3.28099027696315,0.540448551437772,3.32520402896994,3.28099027696315,0.540448551437772,9.35383193370089
12.705404,3.28088595270729,0.529720486640147,3.32337425347166,3.28088595270729,0.529720486640147,9.17162876397001
12.729009,3.27761308582666,0.536735577096783,3.32126973010377,3.27761308582666,0.536735577096783,9.30009960287272
12.752658,3.28320777045243,0.538358669954775,3.32705324896893,3.28320777045243,0.538358669954775,9.31211354513843
12.776351,3.27916986366086,0.53595172634695,3.32267952828976,3.27916986366086,0.53595172634695,9.28242239481839
12.800088,3.28102651230826,0.534292438383607,3.32424478403495,3.28102651230826,0.534292438383607,9.24903610849281
12.823868,3.28536527230641,0.53460648473313,3.32857763406469,3.28536527230641,0.53460648473313,9.24236788706988
12.847693,3.28048144549208,0.544856030211215,3.32542126773065,3.28048144549208,0.544856030211215,9.4301863619925
12.871563,3.27952387576629,0.53586845437334,3.32301547575596,3.27952387576629,0.53586845437334,9.28002084426139
12.895476,3.28566737678842,0.542177737757134,3.33010012014821,3.28566737678842,0.542177737757134,9.37010861888306
12.919434,3.28234862834683,0.537083639143448,3.32599930148007,3.28234862834683,0.537083639143448,9.29283335663875
12.943437,3.28286845587779,0.542696814730498,3.32742319690719,3.28286845587779,0.542696814730498,9.38677422970664
12.967484,3.28416614367702,0.540820927842625,3.3283981936161,3.28416614367702,0.540820927842625,9.3512712920282
12.991576,3.27719263339964,0.546557737130887,3.32245645816864,3.27719263339964,0.546557737130887,9.46842833323434
13.015713,3.27649937284892,0.547840189305116,3.32198389720619,3.27649937284892,0.547840189305116,9.49221300636447
13.039894,3.28202387979537,0.554381920171199,3.3285161950875,3.28202387979537,0.554381920171199,9.5875953077311
13.06412,3.27742269904968,0.551465985856846,3.32349428791493,3.27742269904968,0.551465985856846,9.55123946341075
13.088392,3.28554546894437,0.552698613595061,3.331708988788,3.28554546894437,0.552698613595061,9.54896484982546
13.112708,3.27764450574685,0.544965124186779,3.32264059034865,3.27764450574685,0.544965124186779,9.44005754761959
13.13707,3.28496869774597,0.545949715631953,3.33002709255788,3.28496869774597,0.545949715631953,9.43609979356193
13.161477,3.28074149655907,0.55001538291348,3.32652697098432,3.28074149655907,0.55001538291348,9.51711579510404
13.185929,3.28840999708171,0.563185682454692,3.33628812032607,3.28840999708171,0.563185682454692,9.71840864311278
