Frequency (Hz),Trace 1: Impedance: Real (Ω),Trace 1: Impedance: Imaginary (Ω),Trace 1: Impedance: Magnitude (Ω),Trace 2: Impedance: Real (Ω),Trace 2: Impedance: Imaginary (Ω),Trace 2: Impedance: Phase (°)
10,3.14486682345685,0.365049703023107,3.16598304211454,3.14486682345685,0.365049703023107,6.62114492944462
10.018579,3.14134151625747,0.366195044792292,3.16261368690411,3.14134151625747,0.366195044792292,6.64912027703836
10.037192,3.14798345771905,0.365365494972845,3.16911530162434,3.14798345771905,0.365365494972845,6.62031917167607
10.05584,3.13474520594297,0.365125682058178,3.15593793821756,3.13474520594297,0.365125682058178,6.64370300316702
10.074522,3.13703121106884,0.367193322319997,3.15844831446969,3.13703121106884,0.367193322319997,6.67616134933342
10.093239,3.14856679149827,0.364676337749197,3.16961538232005,3.14856679149827,0.364676337749197,6.60672895007688
10.111991,3.13804633045693,0.358203940258991,3.15842442285885,3.13804633045693,0.358203940258991,6.51205306520003
10.130778,3.13987106625579,0.371634110343144,3.16178782094574,3.13987106625579,0.371634110343144,6.7501058109401
10.149599,3.13362376408983,0.370550130389874,3.15545643196043,3.13362376408983,0.370550130389874,6.74389292399047
10.168456,3.14052214385775,0.367602450805889,3.16196313987045,3.14052214385775,0.367602450805889,6.67617053798453
10.187348,3.14230531670913,0.374014363344836,3.16448565289949,3.14230531670913,0.374014363344836,6.78772318886528
10.206274,3.14154222920286,0.370337079043283,3.1632952960448,3.14154222920286,0.370337079043283,6.72321810845499
10.225236,3.14089113965437,0.373764165580276,3.16305181788589,3.14089113965437,0.373764165580276,6.78625049940617
10.244233,3.15148285178426,0.372923693228489,3.17347069406059,3.15148285178426,0.372923693228489,6.74858567514417
10.263266,3.13565096544112,0.372219487555235,3.15766596143223,3.13565096544112,0.372219487555235,6.76965424758988
10.282333,3.14197963337058,0.373879578214353,3.16414632334241,3.14197963337058,0.373879578214353,6.78599665393441
10.301437,3.14220509496116,0.374103648242111,3.1643966879056,3.14220509496116,0.374103648242111,6.78954296034
10.320575,3.14140141780566,0.378771304572551,3.16415400525306,3.14140141780566,0.378771304572551,6.87519158518512
10.33975,3.14084406010886,0.368565014712847,3.16239491208663,3.14084406010886,0.368565014712847,6.69281380066043
10.358959,3.14576990084817,0.375569190850287,3.16810992331362,3.14576990084817,0.375569190850287,6.80823983076241
10.378205,3.14609143806746,0.375738523684687,3.16844926973151,3.14609143806746,0.375738523684687,6.8105910402008
10.397486,3.14126145915563,0.37756127555888,3.16387042585157,3.14126145915563,0.37756127555888,6.85373966628034
10.416803,3.13884408675668,0.38202419761846,3.16200643398039,3.13884408675668,0.38202419761846,6.93925751276097
10.436157,3.14300206994056,0.378060095527197,3.16565813812557,3.14300206994056,0.378060095527197,6.85894388633857
10.455545,3.13686138756396,0.380460329519022,3.15984958932026,3.13686138756396,0.380460329519022,6.91545200182441
10.47497,3.13976412330506,0.381075893114145,3.16280533487383,3.13976412330506,0.381075893114145,6.92019070089956
10.494432,3.14288266175562,0.382751442995829,3.16610329785361,3.14288266175562,0.382751442995829,6.94349193365994
10.513929,3.14120292968471,0.384958617462822,3.1647036168682,3.14120292968471,0.384958617462822,6.98683532443829
